date,datetime,season,team,elo,probability,conference,division
9/15/2014,2014-09-15,2014,IND,1528.612,0.5778383029999999,AFC,AFC South
9/18/2014,2014-09-18,2014,ATL,1461.523,0.662081766,NFC,NFC South
9/21/2014,2014-09-21,2014,MIA,1488.3129999999999,0.6343802470000001,AFC,AFC East
9/21/2014,2014-09-21,2014,CAR,1606.996,0.711240407,NFC,NFC South
9/21/2014,2014-09-21,2014,CIN,1597.108,0.753340085,AFC,AFC North
9/21/2014,2014-09-21,2014,CLE,1399.474,0.401040071,AFC,AFC North
9/21/2014,2014-09-21,2014,ARI,1579.632,0.52721123,NFC,NFC West
9/21/2014,2014-09-21,2014,DET,1483.479,0.562769442,NFC,NFC North
9/21/2014,2014-09-21,2014,LAR,1478.9470000000001,0.535297382,NFC,NFC West
9/21/2014,2014-09-21,2014,JAX,1325.6889999999999,0.33195066100000004,AFC,AFC South
9/21/2014,2014-09-21,2014,NO,1542.491,0.664005753,NFC,NFC South
9/21/2014,2014-09-21,2014,NE,1622.325,0.886116496,AFC,AFC East
9/21/2014,2014-09-21,2014,NYG,1445.368,0.6054933229999999,NFC,NFC East
9/21/2014,2014-09-21,2014,PHI,1555.509,0.777466983,NFC,NFC East
9/21/2014,2014-09-21,2014,SEA,1661.21,0.616966596,NFC,NFC West
9/21/2014,2014-09-21,2014,BUF,1502.479,0.478035969,AFC,AFC East
9/22/2014,2014-09-22,2014,NYJ,1459.6329999999998,0.513354695,AFC,AFC East
9/25/2014,2014-09-25,2014,WSH,1397.579,0.495783491,NFC,NFC East
9/28/2014,2014-09-28,2014,IND,1533.148,0.697269748,AFC,AFC South
9/28/2014,2014-09-28,2014,SF,1604.118,0.6505967770000001,NFC,NFC West
9/28/2014,2014-09-28,2014,NYJ,1436.9779999999998,0.49497477700000003,AFC,AFC East
9/28/2014,2014-09-28,2014,DAL,1534.389,0.55880517,NFC,NFC East
9/28/2014,2014-09-28,2014,MIN,1473.309,0.575191915,NFC,NFC North
9/28/2014,2014-09-28,2014,BAL,1542.7,0.565529517,AFC,AFC North
9/28/2014,2014-09-28,2014,CHI,1538.006,0.666609102,NFC,NFC North
9/28/2014,2014-09-28,2014,MIA,1448.575,0.6683607429999999,AFC,AFC East
9/28/2014,2014-09-28,2014,LAC,1607.105,0.892334805,AFC,AFC West
9/28/2014,2014-09-28,2014,HOU,1415.805,0.503856754,AFC,AFC South
9/28/2014,2014-09-28,2014,PIT,1560.4979999999998,0.7991965759999999,AFC,AFC North
9/29/2014,2014-09-29,2014,KC,1497.3229999999999,0.408815881,AFC,AFC West
10/2/2014,2014-10-02,2014,GB,1526.235,0.634780703,NFC,NFC North
10/5/2014,2014-10-05,2014,SF,1616.0529999999999,0.6950915259999999,NFC,NFC West
10/5/2014,2014-10-05,2014,LAC,1612.632,0.81811501,AFC,AFC West
10/5/2014,2014-10-05,2014,JAX,1299.1960000000001,0.271537448,AFC,AFC South
10/5/2014,2014-10-05,2014,PHI,1549.1889999999999,0.703686365,NFC,NFC East
10/5/2014,2014-10-05,2014,TEN,1434.925,0.65190159,AFC,AFC South
10/5/2014,2014-10-05,2014,NYG,1499.828,0.64147617,NFC,NFC East
10/5/2014,2014-10-05,2014,NE,1585.82,0.555565498,AFC,AFC East
10/5/2014,2014-10-05,2014,NO,1531.5620000000001,0.744890148,NFC,NFC South
10/5/2014,2014-10-05,2014,DET,1526.023,0.681550515,NFC,NFC North
10/5/2014,2014-10-05,2014,DEN,1629.0339999999999,0.6304822179999999,AFC,AFC West
10/5/2014,2014-10-05,2014,DAL,1561.164,0.750242231,NFC,NFC East
10/5/2014,2014-10-05,2014,IND,1551.432,0.564498139,AFC,AFC South
10/5/2014,2014-10-05,2014,CAR,1533.239,0.645127126,NFC,NFC South
10/6/2014,2014-10-06,2014,WSH,1363.259,0.194086717,NFC,NFC East
10/9/2014,2014-10-09,2014,HOU,1428.719,0.393077529,AFC,AFC South
10/12/2014,2014-10-12,2014,ARI,1579.299,0.841036522,NFC,NFC West
10/12/2014,2014-10-12,2014,MIA,1468.806,0.47569667299999996,AFC,AFC East
10/12/2014,2014-10-12,2014,MIN,1470.735,0.5428036470000001,NFC,NFC North
10/12/2014,2014-10-12,2014,OAK,1306.606,0.189642848,AFC,AFC West
10/12/2014,2014-10-12,2014,NYJ,1405.156,0.261005077,AFC,AFC East
10/12/2014,2014-10-12,2014,TEN,1425.4170000000001,0.76214591,AFC,AFC South
10/12/2014,2014-10-12,2014,PHI,1559.984,0.651542273,NFC,NFC East
10/12/2014,2014-10-12,2014,TB,1401.2620000000002,0.376873835,NFC,NFC South
10/12/2014,2014-10-12,2014,BUF,1478.944,0.399685743,AFC,AFC East
10/12/2014,2014-10-12,2014,CLE,1400.441,0.385149605,AFC,AFC North
10/12/2014,2014-10-12,2014,ATL,1447.3239999999998,0.545931912,NFC,NFC South
10/12/2014,2014-10-12,2014,SEA,1683.944,0.7396738629999999,NFC,NFC West
10/12/2014,2014-10-12,2014,CIN,1583.261,0.6412960999999999,AFC,AFC North
10/13/2014,2014-10-13,2014,LAR,1453.1429999999998,0.34917426,NFC,NFC West
10/16/2014,2014-10-16,2014,NE,1636.082,0.8555342490000001,AFC,AFC East
10/19/2014,2014-10-19,2014,OAK,1301.889,0.22071280899999998,AFC,AFC West
10/19/2014,2014-10-19,2014,DAL,1601.0620000000001,0.729023546,NFC,NFC East
10/19/2014,2014-10-19,2014,DEN,1664.016,0.619505889,AFC,AFC West
10/19/2014,2014-10-19,2014,GB,1563.795,0.609242298,NFC,NFC North
10/19/2014,2014-10-19,2014,JAX,1283.34,0.371189018,AFC,AFC South
10/19/2014,2014-10-19,2014,LAC,1628.619,0.722204507,AFC,AFC West
10/19/2014,2014-10-19,2014,WSH,1348.155,0.475485627,NFC,NFC East
10/19/2014,2014-10-19,2014,DET,1535.721,0.585505664,NFC,NFC North
10/19/2014,2014-10-19,2014,IND,1582.8,0.597803408,AFC,AFC South
10/19/2014,2014-10-19,2014,BUF,1457.471,0.615234741,AFC,AFC East
10/19/2014,2014-10-19,2014,LAR,1435.118,0.296256024,NFC,NFC West
10/19/2014,2014-10-19,2014,BAL,1578.74,0.786402995,AFC,AFC North
10/19/2014,2014-10-19,2014,CHI,1510.3210000000001,0.665632264,NFC,NFC North
10/20/2014,2014-10-20,2014,PIT,1507.2279999999998,0.711873678,AFC,AFC North
10/23/2014,2014-10-23,2014,DEN,1687.891,0.6984737679999999,AFC,AFC West
10/26/2014,2014-10-26,2014,KC,1549.3029999999999,0.718278325,AFC,AFC West
10/26/2014,2014-10-26,2014,NE,1638.865,0.790508448,AFC,AFC East
10/26/2014,2014-10-26,2014,NO,1535.122,0.518682533,NFC,NFC South
10/26/2014,2014-10-26,2014,JAX,1321.9779999999998,0.35215881,AFC,AFC South
10/26/2014,2014-10-26,2014,NYJ,1389.31,0.48805185799999995,AFC,AFC East
10/26/2014,2014-10-26,2014,ARI,1596.0120000000002,0.611632404,NFC,NFC West
10/26/2014,2014-10-26,2014,CLE,1401.271,0.7317814109999999,AFC,AFC North
10/26/2014,2014-10-26,2014,CIN,1552.961,0.538888236,AFC,AFC North
10/26/2014,2014-10-26,2014,CAR,1528.3029999999999,0.441954245,NFC,NFC South
10/26/2014,2014-10-26,2014,DET,1541.315,0.686473737,NFC,NFC North
10/26/2014,2014-10-26,2014,TEN,1418.588,0.6126888620000001,AFC,AFC South
10/26/2014,2014-10-26,2014,TB,1376.1370000000002,0.507695783,NFC,NFC South
10/26/2014,2014-10-26,2014,PIT,1518.412,0.46354293700000004,AFC,AFC North
10/27/2014,2014-10-27,2014,DAL,1613.116,0.862065538,NFC,NFC East
10/30/2014,2014-10-30,2014,CAR,1514.335,0.5210447,NFC,NFC South
11/2/2014,2014-11-02,2014,NE,1651.635,0.519316266,AFC,AFC East
11/2/2014,2014-11-02,2014,SEA,1647.789,0.9235340790000001,NFC,NFC West
11/2/2014,2014-11-02,2014,PIT,1549.786,0.552379452,AFC,AFC North
11/2/2014,2014-11-02,2014,MIN,1455.596,0.682421945,NFC,NFC North
11/2/2014,2014-11-02,2014,KC,1566.786,0.827245485,AFC,AFC West
11/2/2014,2014-11-02,2014,HOU,1438.3470000000002,0.40517587299999996,AFC,AFC South
11/2/2014,2014-11-02,2014,DAL,1585.17,0.5602777870000001,NFC,NFC East
11/2/2014,2014-11-02,2014,CLE,1413.19,0.66851639,AFC,AFC North
11/2/2014,2014-11-02,2014,CIN,1565.59,0.867756225,AFC,AFC North
11/2/2014,2014-11-02,2014,MIA,1511.067,0.477595031,AFC,AFC East
11/2/2014,2014-11-02,2014,SF,1620.463,0.8094141009999999,NFC,NFC West
11/3/2014,2014-11-03,2014,NYG,1482.085,0.456459305,NFC,NFC East
11/6/2014,2014-11-06,2014,CIN,1571.112,0.7717912259999999,AFC,AFC North
11/9/2014,2014-11-09,2014,ARI,1636.4679999999998,0.80099103,NFC,NFC West
11/9/2014,2014-11-09,2014,BAL,1551.444,0.792020161,AFC,AFC North
11/9/2014,2014-11-09,2014,OAK,1277.508,0.129670505,AFC,AFC West
11/9/2014,2014-11-09,2014,TB,1345.075,0.5129390779999999,NFC,NFC South
11/9/2014,2014-11-09,2014,NYJ,1351.3770000000002,0.284490564,AFC,AFC East
11/9/2014,2014-11-09,2014,NO,1595.592,0.593110984,NFC,NFC South
11/9/2014,2014-11-09,2014,DET,1545.408,0.586984342,NFC,NFC North
11/9/2014,2014-11-09,2014,DAL,1556.783,0.81580551,NFC,NFC East
11/9/2014,2014-11-09,2014,BUF,1492.22,0.47427264399999997,AFC,AFC East
11/9/2014,2014-11-09,2014,GB,1557.5529999999999,0.71777134,NFC,NFC North
11/9/2014,2014-11-09,2014,SEA,1650.276,0.815962025,NFC,NFC West
11/10/2014,2014-11-10,2014,PHI,1588.904,0.727354365,NFC,NFC East
11/13/2014,2014-11-13,2014,MIA,1536.4089999999999,0.671662188,AFC,AFC East
11/16/2014,2014-11-16,2014,NO,1578.6429999999998,0.672919013,NFC,NFC South
11/16/2014,2014-11-16,2014,LAC,1553.369,0.881208304,AFC,AFC West
11/16/2014,2014-11-16,2014,ARI,1646.8329999999999,0.707558095,NFC,NFC West
11/16/2014,2014-11-16,2014,CAR,1467.155,0.6484726270000001,NFC,NFC South
11/16/2014,2014-11-16,2014,CHI,1440.75,0.5599373910000001,NFC,NFC North
11/16/2014,2014-11-16,2014,CLE,1477.237,0.669650732,AFC,AFC North
11/16/2014,2014-11-16,2014,IND,1602.93,0.48034461799999995,AFC,AFC South
11/16/2014,2014-11-16,2014,GB,1577.2020000000002,0.553058278,NFC,NFC North
11/16/2014,2014-11-16,2014,KC,1590.256,0.49251715700000004,AFC,AFC West
11/16/2014,2014-11-16,2014,NYG,1446.391,0.35902574200000004,NFC,NFC East
11/16/2014,2014-11-16,2014,WSH,1379.411,0.6712863109999999,NFC,NFC East
11/16/2014,2014-11-16,2014,LAR,1449.2020000000002,0.277419155,NFC,NFC West
11/17/2014,2014-11-17,2014,TEN,1373.969,0.352630427,AFC,AFC South
11/20/2014,2014-11-20,2014,OAK,1265.986,0.169843838,AFC,AFC West
11/23/2014,2014-11-23,2014,IND,1572.994,0.881536322,AFC,AFC South
11/23/2014,2014-11-23,2014,ATL,1440.755,0.597605472,NFC,NFC South
11/23/2014,2014-11-23,2014,SEA,1644.082,0.5717957779999999,NFC,NFC West
11/23/2014,2014-11-23,2014,PHI,1574.194,0.829270452,NFC,NFC East
11/23/2014,2014-11-23,2014,NYG,1433.03,0.40381422299999997,NFC,NFC East
11/23/2014,2014-11-23,2014,DEN,1637.1570000000002,0.702597748,AFC,AFC West
11/23/2014,2014-11-23,2014,MIN,1444.922,0.362219186,NFC,NFC North
11/23/2014,2014-11-23,2014,SF,1625.4379999999999,0.884909645,NFC,NFC West
11/23/2014,2014-11-23,2014,LAC,1557.635,0.6789286090000001,AFC,AFC West
11/23/2014,2014-11-23,2014,HOU,1459.675,0.449950235,AFC,AFC South
11/23/2014,2014-11-23,2014,NE,1711.5320000000002,0.790037129,AFC,AFC East
11/23/2014,2014-11-23,2014,CHI,1459.727,0.7164646240000001,NFC,NFC North
11/24/2014,2014-11-24,2014,BUF,1460.674,0.693934939,AFC,AFC East
11/24/2014,2014-11-24,2014,NO,1537.394,0.558392139,NFC,NFC South
11/27/2014,2014-11-27,2014,DET,1533.945,0.675807478,NFC,NFC North
11/27/2014,2014-11-27,2014,SF,1628.629,0.537096868,NFC,NFC West
11/27/2014,2014-11-27,2014,DAL,1576.5720000000001,0.5830979589999999,NFC,NFC East
11/30/2014,2014-11-30,2014,MIN,1435.309,0.568819294,NFC,NFC North
11/30/2014,2014-11-30,2014,LAR,1484.141,0.81063124,NFC,NFC West
11/30/2014,2014-11-30,2014,BAL,1585.2939999999999,0.618929037,AFC,AFC North
11/30/2014,2014-11-30,2014,TB,1352.082,0.281377008,NFC,NFC South
11/30/2014,2014-11-30,2014,PIT,1553.8310000000001,0.646799045,AFC,AFC North
11/30/2014,2014-11-30,2014,KC,1576.08,0.494533017,AFC,AFC West
11/30/2014,2014-11-30,2014,JAX,1283.105,0.395000429,AFC,AFC South
11/30/2014,2014-11-30,2014,HOU,1439.2779999999998,0.701861087,AFC,AFC South
11/30/2014,2014-11-30,2014,GB,1617.816,0.44112529,NFC,NFC North
11/30/2014,2014-11-30,2014,IND,1579.22,0.8571826779999999,AFC,AFC South
11/30/2014,2014-11-30,2014,BUF,1481.2779999999998,0.634308145,AFC,AFC East
11/30/2014,2014-11-30,2014,ATL,1427.201,0.305184268,NFC,NFC South
12/1/2014,2014-12-01,2014,NYJ,1362.868,0.337426436,AFC,AFC East
12/4/2014,2014-12-04,2014,CHI,1453.624,0.471425866,NFC,NFC North
12/7/2014,2014-12-07,2014,CLE,1430.746,0.37152498100000003,AFC,AFC North
12/7/2014,2014-12-07,2014,ARI,1598.193,0.6573391439999999,NFC,NFC West
12/7/2014,2014-12-07,2014,DEN,1670.9360000000001,0.794393936,AFC,AFC West
12/7/2014,2014-12-07,2014,OAK,1283.047,0.191873268,AFC,AFC West
12/7/2014,2014-12-07,2014,PHI,1621.36,0.482392508,NFC,NFC East
12/7/2014,2014-12-07,2014,TEN,1337.567,0.484287154,AFC,AFC South
12/7/2014,2014-12-07,2014,NO,1532.565,0.727092868,NFC,NFC South
12/7/2014,2014-12-07,2014,LAC,1574.961,0.40955345,AFC,AFC West
12/7/2014,2014-12-07,2014,WSH,1325.057,0.349954329,NFC,NFC East
12/7/2014,2014-12-07,2014,MIA,1553.973,0.561002358,AFC,AFC East
12/7/2014,2014-12-07,2014,JAX,1291.785,0.359310605,AFC,AFC South
12/7/2014,2014-12-07,2014,MIN,1460.1570000000002,0.728166401,NFC,NFC North
12/7/2014,2014-12-07,2014,CIN,1583.599,0.657897765,AFC,AFC North
12/7/2014,2014-12-07,2014,DET,1551.658,0.8240352120000001,NFC,NFC North
12/8/2014,2014-12-08,2014,GB,1638.224,0.7984009259999999,NFC,NFC North
12/11/2014,2014-12-11,2014,LAR,1519.109,0.46677667100000003,NFC,NFC West
12/14/2014,2014-12-14,2014,KC,1540.987,0.8317644240000001,AFC,AFC West
12/14/2014,2014-12-14,2014,LAC,1556.63,0.41865368799999997,AFC,AFC West
12/14/2014,2014-12-14,2014,NYG,1446.269,0.7677349720000001,NFC,NFC East
12/14/2014,2014-12-14,2014,PHI,1598.3529999999998,0.640320914,NFC,NFC East
12/14/2014,2014-12-14,2014,TEN,1304.787,0.536799166,AFC,AFC South
12/14/2014,2014-12-14,2014,BAL,1608.095,0.9090533190000001,AFC,AFC North
12/14/2014,2014-12-14,2014,DET,1560.725,0.710246305,NFC,NFC North
12/14/2014,2014-12-14,2014,SEA,1721.606,0.7937161540000001,NFC,NFC West
12/14/2014,2014-12-14,2014,ATL,1457.0539999999999,0.420337258,NFC,NFC South
12/14/2014,2014-12-14,2014,BUF,1493.41,0.37749724,AFC,AFC East
12/14/2014,2014-12-14,2014,CAR,1481.96,0.7676179320000001,NFC,NFC South
12/14/2014,2014-12-14,2014,CLE,1425.8010000000002,0.42866094200000004,AFC,AFC North
12/14/2014,2014-12-14,2014,IND,1592.011,0.739381128,AFC,AFC South
12/14/2014,2014-12-14,2014,NE,1721.84,0.820994881,AFC,AFC East
12/15/2014,2014-12-15,2014,CHI,1428.964,0.523044053,NFC,NFC North
12/18/2014,2014-12-18,2014,JAX,1269.792,0.570712984,AFC,AFC South
12/20/2014,2014-12-20,2014,SF,1543.585,0.603383416,NFC,NFC West
12/20/2014,2014-12-20,2014,WSH,1293.031,0.23299462699999998,NFC,NFC East
12/21/2014,2014-12-21,2014,CHI,1399.109,0.356545702,NFC,NFC North
12/21/2014,2014-12-21,2014,CAR,1486.626,0.70889512,NFC,NFC South
12/21/2014,2014-12-21,2014,TB,1334.7179999999998,0.222744227,NFC,NFC South
12/21/2014,2014-12-21,2014,LAR,1501.132,0.652323402,NFC,NFC West
12/21/2014,2014-12-21,2014,PIT,1594.933,0.653411435,AFC,AFC North
12/21/2014,2014-12-21,2014,NYJ,1363.6329999999998,0.14807489,AFC,AFC East
12/21/2014,2014-12-21,2014,OAK,1319.557,0.31205009300000003,AFC,AFC West
12/21/2014,2014-12-21,2014,HOU,1465.852,0.386010132,AFC,AFC South
12/21/2014,2014-12-21,2014,MIA,1511.489,0.656420556,AFC,AFC East
12/21/2014,2014-12-21,2014,DAL,1596.5020000000002,0.584766444,NFC,NFC East
12/21/2014,2014-12-21,2014,ARI,1625.2060000000001,0.44220271,NFC,NFC West
12/21/2014,2014-12-21,2014,NO,1507.796,0.682309655,NFC,NFC South
12/22/2014,2014-12-22,2014,CIN,1569.5,0.407400346,AFC,AFC North
12/28/2014,2014-12-28,2014,WSH,1316.505,0.197115426,NFC,NFC East
12/28/2014,2014-12-28,2014,SEA,1760.0870000000002,0.88638518,NFC,NFC West
12/28/2014,2014-12-28,2014,TEN,1266.874,0.19967691,AFC,AFC South
12/28/2014,2014-12-28,2014,TB,1322.9979999999998,0.38870676,NFC,NFC South
12/28/2014,2014-12-28,2014,SF,1526.2820000000002,0.493688374,NFC,NFC West
12/28/2014,2014-12-28,2014,BAL,1578.7820000000002,0.813196328,AFC,AFC North
12/28/2014,2014-12-28,2014,PIT,1609.4379999999999,0.608780369,AFC,AFC North
12/28/2014,2014-12-28,2014,NYG,1489.736,0.518985755,NFC,NFC East
12/28/2014,2014-12-28,2014,NE,1734.404,0.844264225,AFC,AFC East
12/28/2014,2014-12-28,2014,MIN,1456.845,0.6862928220000001,NFC,NFC North
12/28/2014,2014-12-28,2014,MIA,1518.671,0.781942975,AFC,AFC East
12/28/2014,2014-12-28,2014,HOU,1498.547,0.829880837,AFC,AFC South
12/28/2014,2014-12-28,2014,GB,1628.54,0.657910721,NFC,NFC North
12/28/2014,2014-12-28,2014,KC,1535.28,0.5676258820000001,AFC,AFC West
12/28/2014,2014-12-28,2014,DEN,1671.473,0.909467942,AFC,AFC West
12/28/2014,2014-12-28,2014,ATL,1481.151,0.572548254,NFC,NFC South
9/10/2015,2015-09-10,2015,NE,1663.864,0.7223419190000001,AFC,AFC East
9/13/2015,2015-09-13,2015,NYJ,1440.1529999999998,0.6176764539999999,AFC,AFC East
9/13/2015,2015-09-13,2015,LAR,1476.945,0.314187001,NFC,NFC West
9/13/2015,2015-09-13,2015,JAX,1356.5720000000001,0.341554408,AFC,AFC South
9/13/2015,2015-09-13,2015,CHI,1419.227,0.337954296,NFC,NFC North
9/13/2015,2015-09-13,2015,WSH,1371.453,0.432684959,NFC,NFC East
9/13/2015,2015-09-13,2015,HOU,1504.621,0.543006497,AFC,AFC South
9/13/2015,2015-09-13,2015,BUF,1534.055,0.52582065,AFC,AFC East
9/13/2015,2015-09-13,2015,LAC,1522.523,0.570413968,AFC,AFC West
9/13/2015,2015-09-13,2015,ARI,1540.5629999999999,0.665105488,NFC,NFC West
9/13/2015,2015-09-13,2015,OAK,1388.519,0.37813864799999997,AFC,AFC West
9/13/2015,2015-09-13,2015,TB,1376.729,0.643261459,NFC,NFC South
9/13/2015,2015-09-13,2015,DEN,1595.3270000000002,0.617560898,AFC,AFC West
9/13/2015,2015-09-13,2015,DAL,1589.9360000000001,0.7329672309999999,NFC,NFC East
9/14/2015,2015-09-14,2015,ATL,1462.019,0.47464153200000003,NFC,NFC South
9/14/2015,2015-09-14,2015,SF,1528.565,0.658839041,NFC,NFC West
9/17/2015,2015-09-17,2015,KC,1562.55777,0.5257224620000001,AFC,AFC West
9/20/2015,2015-09-20,2015,NYG,1476.0994970000002,0.595858546,NFC,NFC East
9/20/2015,2015-09-20,2015,CAR,1551.734189,0.685069493,NFC,NFC South
9/20/2015,2015-09-20,2015,BUF,1558.880089,0.427521081,AFC,AFC East
9/20/2015,2015-09-20,2015,PIT,1552.034125,0.599012106,AFC,AFC North
9/20/2015,2015-09-20,2015,MIN,1460.489611,0.5032808360000001,NFC,NFC North
9/20/2015,2015-09-20,2015,CHI,1405.124559,0.377707949,NFC,NFC North
9/20/2015,2015-09-20,2015,NO,1470.07319,0.7636966270000001,NFC,NFC South
9/20/2015,2015-09-20,2015,WSH,1353.835011,0.389085964,NFC,NFC East
9/20/2015,2015-09-20,2015,CIN,1562.090782,0.62603977,AFC,AFC North
9/20/2015,2015-09-20,2015,CLE,1399.048032,0.6121776329999999,AFC,AFC North
9/20/2015,2015-09-20,2015,OAK,1366.364218,0.31946033100000004,AFC,AFC West
9/20/2015,2015-09-20,2015,JAX,1340.4338109999999,0.36565957200000004,AFC,AFC South
9/20/2015,2015-09-20,2015,PHI,1533.018411,0.506697113,NFC,NFC East
9/20/2015,2015-09-20,2015,GB,1615.141441,0.5328411470000001,NFC,NFC North
9/21/2015,2015-09-21,2015,IND,1556.271911,0.7133095709999999,AFC,AFC South
9/24/2015,2015-09-24,2015,NYG,1456.3129689999998,0.6827798409999999,NFC,NFC East
9/27/2015,2015-09-27,2015,MIN,1484.286561,0.535319426,NFC,NFC North
9/27/2015,2015-09-27,2015,TEN,1364.47611,0.378396534,AFC,AFC South
9/27/2015,2015-09-27,2015,DAL,1617.716149,0.748296768,NFC,NFC East
9/27/2015,2015-09-27,2015,NE,1692.964696,0.9086825629999999,AFC,AFC East
9/27/2015,2015-09-27,2015,NYJ,1503.495257,0.585259055,AFC,AFC East
9/27/2015,2015-09-27,2015,CAR,1564.07449,0.753391253,NFC,NFC South
9/27/2015,2015-09-27,2015,LAR,1462.898834,0.429295766,NFC,NFC West
9/27/2015,2015-09-27,2015,BAL,1539.441902,0.542315188,AFC,AFC North
9/27/2015,2015-09-27,2015,HOU,1469.3859289999998,0.72464115,AFC,AFC South
9/27/2015,2015-09-27,2015,CLE,1419.3221130000002,0.63295442,AFC,AFC North
9/27/2015,2015-09-27,2015,ARI,1580.538456,0.670671955,NFC,NFC West
9/27/2015,2015-09-27,2015,MIA,1482.7444970000001,0.510400756,AFC,AFC East
9/27/2015,2015-09-27,2015,SEA,1635.1145490000001,0.8622855490000001,NFC,NFC West
9/27/2015,2015-09-27,2015,DET,1499.412869,0.404342705,NFC,NFC North
9/28/2015,2015-09-28,2015,GB,1637.315065,0.7173592,NFC,NFC North
10/1/2015,2015-10-01,2015,PIT,1593.700683,0.687479231,AFC,AFC North
10/4/2015,2015-10-04,2015,MIA,1448.617176,0.457137196,AFC,AFC East
10/4/2015,2015-10-04,2015,ATL,1534.1317470000001,0.6629023510000001,NFC,NFC South
10/4/2015,2015-10-04,2015,BUF,1574.6435900000001,0.7250723729999999,AFC,AFC East
10/4/2015,2015-10-04,2015,TB,1354.028064,0.29282494600000003,NFC,NFC South
10/4/2015,2015-10-04,2015,CIN,1592.661293,0.678532219,AFC,AFC North
10/4/2015,2015-10-04,2015,WSH,1373.2795720000001,0.366047293,NFC,NFC East
10/4/2015,2015-10-04,2015,CHI,1373.516759,0.5306839320000001,NFC,NFC North
10/4/2015,2015-10-04,2015,IND,1523.703267,0.794936951,AFC,AFC South
10/4/2015,2015-10-04,2015,LAC,1498.138021,0.7283399290000001,AFC,AFC West
10/4/2015,2015-10-04,2015,DEN,1651.8383,0.7659808359999999,AFC,AFC West
10/4/2015,2015-10-04,2015,ARI,1603.697506,0.782234077,NFC,NFC West
10/4/2015,2015-10-04,2015,SF,1498.826834,0.37854822899999996,NFC,NFC West
10/4/2015,2015-10-04,2015,NO,1426.948533,0.379952874,NFC,NFC South
10/5/2015,2015-10-05,2015,SEA,1643.0437029999998,0.788654511,NFC,NFC West
10/8/2015,2015-10-08,2015,HOU,1460.327471,0.494946221,AFC,AFC South
10/11/2015,2015-10-11,2015,ATL,1555.458489,0.788700251,NFC,NFC South
10/11/2015,2015-10-11,2015,TB,1339.200678,0.579915985,NFC,NFC South
10/11/2015,2015-10-11,2015,BAL,1542.074709,0.7823410690000001,AFC,AFC North
10/11/2015,2015-10-11,2015,GB,1669.67157,0.8246911379999999,NFC,NFC North
10/11/2015,2015-10-11,2015,TEN,1356.475465,0.345947512,AFC,AFC South
10/11/2015,2015-10-11,2015,PHI,1515.3137179999999,0.676633429,NFC,NFC East
